C:\Users\Cyprian\Projects\Algorithms-design-and-analysis\Sorting alorithms/Result4/algorithm2.csv
100;8.21782e-06
200;1.80198e-05
400;3.94059e-05
800;8.49505e-05
1600;0.000183069
3200;0.000393861
6400;0.000845347
12800;0.00178723
25600;0.00378149
51200;0.00807772
102400;0.0169839
204800;0.0356721
